t,is_context,is_future,mask_area,bbox_area,fill_ratio,depth_median,area_depth2,bg_scale,mask_area_norm,bbox_area_norm,depth_norm,area_depth2_norm
0,1,0,5639,10560,0.533996,2.947044,48975.104816,,1.0,1.0,1.0,1.0
1,0,1,5639,10560,0.533996,2.947044,48975.104816,1.00002,1.0,1.0,1.0,1.0
2,0,1,5639,10560,0.533996,2.947044,48975.104816,0.999999,1.0,1.0,1.0,1.0
3,0,1,5639,10560,0.533996,2.947044,48975.104816,0.99998,1.0,1.0,1.0,1.0
4,0,1,5640,10560,0.534091,2.947054,48984.130689,1.00001,1.000177,1.0,1.000003,1.000184
5,0,1,5640,10560,0.534091,2.947051,48984.011804,0.999997,1.000177,1.0,1.000002,1.000182
6,0,1,5640,10560,0.534091,2.946978,48981.5945,0.999995,1.000177,1.0,0.999978,1.000133
7,0,1,5639,10560,0.533996,2.946936,48971.499343,0.999943,1.0,1.0,0.999963,0.999926
8,0,1,5640,10560,0.534091,2.94696,48980.992165,0.999996,1.000177,1.0,0.999971,1.00012
9,0,1,5640,10560,0.534091,2.946943,48980.42946,1.000003,1.000177,1.0,0.999966,1.000109
10,0,1,5640,10560,0.534091,2.946893,48978.757216,1.000001,1.000177,1.0,0.999949,1.000075
11,0,1,5639,10560,0.533996,2.946871,48969.344047,0.999957,1.0,1.0,0.999941,0.999882
12,0,1,5639,10560,0.533996,2.946862,48969.035019,0.999982,1.0,1.0,0.999938,0.999876
13,0,1,5639,10560,0.533996,2.946855,48968.813154,0.999996,1.0,1.0,0.999936,0.999872
14,0,1,5639,10560,0.533996,2.94685,48968.662603,1.000014,1.0,1.0,0.999934,0.999868
15,0,1,5639,10560,0.533996,2.946846,48968.504128,1.000007,1.0,1.0,0.999933,0.999865
